,city,street,number
25995, с. Тарханово, ул. Центральная,20
25996, д. Канчура, ул. Центральная,14-1
25997,  с. Генеральщино, ул. Центральная,1
25998, с. Камкино, ул. Почтовая,35
25999, с. Суслово, ул. Центральная,20
26000, д. Боярка, ул. Новая,3
26001,  с. Волхонщино, ул. Центральная,2А
26002, д. Юда, ул. Центральная,35
26003, д. Орловка, ул. Казаковская,35
26004, д. Ибраево, ул. Урмансы,20
26005, д. Сявалкасы, ул. Шоссейная,4
26006, с. Новофедоровское, ул. Центральная,20в
26007, село Чиндяново, улица Советская,13
26008, с. Астрахановка, ул. Астрахановка,46
26009, д. Сынгряново, ул. Ф. Мухамадиева,1
26010, с.Новомусино, ул.Школьная,
26011, д. Новосаитово, ул. Центральная,12
26012, с. Чернышиха, 4,4
26013,  с. Новый Валовай, ул. Школьная,17
26014, д. Большебадраково, ул. Ленина,14 дробь 2
26015, с. Большое Череватово, ул. Солнечная,10
26016, с. Красные Четаи, ул. Огнеборцев,1
26017, с. Чувашская Решетка, ул. Советская,45
26018, село Кечушево, улица Ленина,25
26019, с. Шибылги, ул. Павлова,33
26020, д.Апутово, ул.Салавата Юлаева,40
26021, с. Аксаур, ул. Центральная,75
26022, с.Красный Поселок, ул.  Центральная,20
26023, с. Верх-Ушнур, ул. Заречная,8
26024, с. Алаторка, ул. Интернациональная,13
26025, с. Малые Березники,  ул. Дорожная,36
26026, д. Алгазино, ул. Центральная,1
26027, с. Наталино, ул. Кооперативная,37
26028, д. Калу-Айры, ул. Правый берег,34
26029, д. Чуртан, ул. Молодежная,5е
26030, д. фермы N 3 Сакмарского совхоза, ул. Кумертауская,3 Сакмарского совхоза
26031, с. Новопавловка, пер. Школьный,8
26032, д. Зядлуд, ул. Центральная,9
26033, с. Толба, ул. Южная,8А
26034, с.Андреевка, ул. Школьная,8
26035, д. Среднее Азяково, ул. Механизаторская,11
26036, д. Чишма-Уракаево, ул. Центральная,34
26037, д.Берлячево,ул.Мира,4
26038, д. Евбуляк, ул. Центральная,31
26039, с. Насибаш, ул. Центральная,30
26040, Починок Лебедевский, ул. Зеленая,1
26041, г. Похвистнево, ул. Бугурусланская,11.
26042,  с. Сулак, ул. Садовая,3
26043, с. Малая Воложикья, пл. Центральная,5
26044, д.Штанды ул.Центральная, д.Штанды ул.Центральная,
26045, д. Быргында, ул. 8 Марта,8 Марта
26046, д. Нижнее Котнырево, ул. Новая,19
26047, д. Верхнеидрисово, ул.Молодежная,12 дробь 1
26048, село Парапино, улица Советская,22
26049, с. Алешкино, ул. Школьная,6
26050,  с. Дворики, ул. Дорожная,92А
26051, г. Тольятти, ул. Шевцовой,6 (здание администрации Комсомольского района)
26052, с. Зура, ул. Кирова,2
26053, с. Мочегай, ул. Школьная,40
26054, с. Юрловка, ул. Центральная,50
26055, д. Турачи, ул. Центральная,54 дробь 1
26056, д. Аксакшур, ул. Зеленая,4
26057, с. Вареж, Школьная ул.,19
26058,  с. Дарьевка, ул. Центральная,24
26059, д. Жувам, ул. Попова,1а
26060, с. Большая Аря, ул. Сластяева,1
26061, д. Амзибаш, ул. Комсомольская,1
26062, с. Сикияз, ул. Д.М.Араловец,2б
26063, д. Малиновка, ул. Школьная,1
26064, д. Байгильдино, ул. Волкова,31
26065, д. Устюмово, ул. Т.Нуркаева,48а
26066, д. Ахуново, ул. Центральная,43а
26067, село Аксеново, улица Молодежная,29
26068, с. Полховский Майдан, ул. Ленина,116а
26069, д. Бияз, ул. Салавата Юлаева,3
26070, д. Султанай, ул. Школьная,16
26071, с. Рождествено, ул. Рождественская,44а
26072, с. Кумак, ул. Садовая,40
26073, д. Бобья-Уча, ул. Азина,14
26074, д.Старый Мутабаш, ул. Центральная,32
26075, д. Култай-Каран, ул. Матросова,43
26076, д. Утяганово, ул. Центральная,
26077, с.Троицкий, ул.Центральная,52
26078, с. Уразгильды, ул.Нагорная,34
26079, д. Кузнецы, ул. Николая Якшова,1
26080, с. Селты, ул. Юбилейная,3
26081, д. Старые Тойси, ул. Школьная,2
26082, с. Забельское, ул. Советская,2а
26083, г. Сердобск, ул. Яблочкова,2а
26084, село Кабаево, улица Московская,98
26085, с. Юнга, ул. Малые Чуваки,34
26086, с.Карамалы, ул.Школьная,4
26087,  с. Алексеевка, ул. Молодежная,7
26088, село Татарская Тавла, улица Школьная,34
26089,, Бурзянский район д. Максютово ул. Школьная 23,23
26090,  с. Васильевка, ул. Центральная,47
26091, с. Старокучербаево, ул. Центральная,6 дробь 1
26092, с. Грибовка, ул. Центральная,110
26093, д. Мухамедьяново, ул. Советская,24
26094, село Мордовское Коломасово, улица Молодежгая,8А
26095, с. Вышки, ул. Колхозная,24
26096, с. Вятское, ул. Советская,16
26097, д. Атнашево, ул. Кирова,6
26098, с. Косяковка, ул. Ленина,50 дробь 2
26099, с. Уварово, ул. Советская,74
26100, с. Перхляй, ул. Шишкеевская,3а
26101, д. Новое Комино, ул. Школьная,7
26102, с.Караталово, ул. Молодежная,52
26103, с.Ермолаево, ул.Чапаева,12
26104, с. Мотызлей, ул. Первомайская,57
26105, д. Старомунасипово, ул. С.Юлаева,86
26106, с.Михайловка, ул.Заречная,
26107, с. Тан, ул. Коммуны,1
26108,  с. Верхние Поляны, ул. Молодёжная,4
26109, с. Пришиб, ул. Ленина,38
26110, д. Бурнюш, ул Школьная,13
26111, деревня Нижняя Тойма, Центральная улица,189
26112, д. Гожня, ул. Молодежная,1А
26113, с. Первомайский, ул. Гагарина,14
26114, д. Аитово, ул. Мира,9
26115, п. Липки, ул. Совхозная,1
26116, с. Мушак, ул. Труда,4
26117, с. Ахманово, ул. Центральная,86
26118, с. Бекетово, ул. Октябрьская,15
26119, с. Танайково, Центральная ул.,1 А
26120, д. Санкино, ул. Ленина,6
26121, с. Садовое, ул. Школьная,26
26122, д.Красный Пахарь, ул.Рахимова,27
26123, с. Бригадировка, ул. Советская,26
26124, д. Старый Каинлык, ул. Коммунаров,21
26125, с. Кабановка, ул. Крыгина,1а
26126, д. Кандаковка, ул. Мира,1
26127,  с. Веденяпино, ул. Советская,4
26128,  с. Пустынь, ул. Центральная,90
26129, д. Халилово, ул. Советская,2а
26130, с. Ведянцы, ул. Льва Толстого,25
26131, д. Татарские Сугуты, ул. Школьная,22
26132, рп.  Атяшево, ул. Большевистская,105
26133, с. Гафури, ул. Школьная,5
26134, Деревня Пикшики, ул Восточная,2
26135, д.Абдулнасырово,ул. Абдулнасыровская,6а
26136, с. Гайниямак, ул. Центральная,41
26137, с. Алакаевка, ул. Юбилейная,35
26138, д. Палагай, ул. Клубная,4
26139, д. Гумбино, ул. Мостовая,3
26140, с. Камышла, ул. Красноармейская,37 А
26141,  с. Корсаевка, ул. Центральная,1
26142, п. Высотный, ул Школьная,1
26143, д. Юлдашево, ул. Школьная,1
26144, с.Семенкино, ул. Советская,2 г
26145, с. Криуша, ул. Молодежная,14
26146, с. Ушаково, ул. Молодежная,2
26147, д. Уразбаево, ул. Заки Валиди,8
26148, д. Мувыр, ул. Молодежная,9
26149, с. Антоновка, ул. Школьная,5 дробь 1
26150, с. Васильевка, ул. Украинская,8
26151, с. Кержемок, ул. Мира,14в
26152, г. Цивильск, ул. Юбилейная,2 корп. 1
26153, с. Вазьянка, ул. Советская,94Б
26154, д. Старый Кызыл-Яр, ул.Центральная,22 дробь А
26155, д. Крепостной Зилаир, ул. Почтовая,13
26156, д. Исаково, ул. Советская,11
26157, с. Новая Пятина, ул. Новая,1Б
26158, д. Кошки-Куликеево, ул. Кирова,14А
26159, д. Тляумбетово, ул. Молодёжная,5
26160, д. Тавакачево, ул. Школьная,14
26161, с. Емешево, ул. Проезжая,77
26162, д. Новоукраинка, ул. Худайбердина,8
26163, с. Турумбет, ул. Набережная,6
26164, д. Старая Монья, ул. Советская,48В
26165, п. Красная Горка, ул. Советская,25
26166, с. Глухово, ул. Почтовая,69А
26167, село Кушки, улица Школьная,13
26168, с. Средний Сантимир, ул. Кооперативная,2
26169, д. Хучель, ул. Зеленая,1 а пом. 1
26170, Деревня Нижний Унур, ул. Молодежная,38
26171, с. Мордово, ул. Ленина,34
26172, д. Тимербаево, ул. Центральная,106
26173, п. Визимьяры, ул. Советская,18А
26174, с. Узи, ул. Советская,64
26175, д. Старояшево, ул. Садовая,2
26176, п. Самарский, ул. Школьная,1
26177, село Алтары, улица Молодежная,16
26178, д.Карламан, ул.Ш.Биккула,3
26179, д. Индырчи, пер Чапаева,2
26180, д. Телепаново, ул. Центральная,27
26181, с. Ягубовка, ул. Советская,1
26182, с. Сарлей, ул. Советская,55а
26183, с. Кошелевка, ул. Рабочая,1
26184, с. Большое Содомово, ул. Школьная,8
26185, пгт. Куженер, ул. Карла Маркса,7
26186, г. Тольятти, проезд Новый,2
26187, с. Артюшкино, ул. Советская,61
26188, с. Камышла, ул. Победы,37А
26189, п. Курумоч, ул. Гаражная,1А
26190, с. Исаклы, ул. Первомайская,4А
26191, с. Старое Якушкино, ул. Мира,6
26192,  с. Пачелма, ул. Совхозная,6
26193, с. Новоуспенское, 81а,81а
26194, Деревня Греково, нет улицы,
26195, с. Турань, 12А,12А
26196, пгт. Охотск, ул. Ленина,1
26197, село Смородино, ул. Мира,3 дробь 2
26198, с. Макарье, ул. Артамонова,21а
26199, с. Кулаковка, ул. Херсонская,24 А
26200, п. Новокулишовка, пер. Садовый,8 А
26201, село Горовое, ул. Мира,31а
26202, поселок Казацкая Степь, ул. Народная,43 дробь 1
26203, село Ближнее, пер. Луговой,11А
26204, село Введенская Готня, ул. Центральная 1-я,1-я
26205, село Фощеватое, ул. Бригадная,11 дробь 1
26206, поселок Полевой, ул. Центральная,34 дробь 1
26207, село Крюк, ул. Центральная,4
26208, село Песчанка, ул. Покровская,13 дробь 1
26209, хутор Скрынников, ул. Куток,1а
26210, село Макешкино, ул. Гагарина,96
26211, село Зимовенька, ул. Подгорная,34
26212, село Завидовка, ул. Школьная,1 дробь 1
26213, село Ивановка, ул. Центральная,16
26214,  пгт. Томаровка, ул. 32-го Гвардейского корпуса,32-го Гвардейского корпуса
26215, село Наумовка, ул. Нагорная,20
26216, хутор Севальный, ул. Новая,3 дробь 1
26217, сл. Юрасовка, ул. Коммунаров,14 А
26218, с. Абзаково, ул. Школьная,28 дробь 1
26219, село Нижне-Чуфичево, ул. Центральная,52а
26220, село Долбино, ул. Школьная,24Б
26221, село Вислая Дубрава, ул. Каштановая,18 дробь 2
26222, село Сухая Ольшанка, ул. Романовская,39
26223, село Верхние Лубянки, ул. Центральная,1 а
26224, село Чапельное, ул. Центральная,26 в
26225, село Нижняя Покровка, ул. Мирная,93а
26226, село Расховец, ул. Центральная,32 дробь 2
26227, село Ломное, ул. Новоселовка,15
26228, с. Пирогово, ул. Красный Флот,30 А
26229, г. Нововоронеж, Территория промышленная зона Нововоронежской АЭС,
26230, село Мартынцы, ул. Солнечная,23 дробь 2
26231, село Варваровка, ул. Зеленая,55Б
26232, г. Алексеевка, 2-й Мостовой переулок,2-й Мостовой переулок
26233, село Олейники, ул. Молодежная,17 дробь 1
26234, хутор Шияны, ул. Песчаная,19
26235, п. Копенкина, ул. Молодежная,1 А
26236, х. Чагари, ул. Лесная,1 А
26237, д. Новая Бия, ул. Школьная,406
26238, село Новая Глинка, ул. Центральная,50 дробь 1
26239, село Безлюдовка, пер. Сосновый,2а
26240, хутор Клиновый, ул. Центральная,4 дробь 1
26241, село Клиновец, ул. Кожанова,7а
26242, п. Трудовое, ул. Солнечная,2
26243, с. Новохреновое, ул. Совхозная,76
26244, сл. Копаная 1-я, ул. Мира,1-я
26245, село Солохи, ул. Школьная,1В
26246, село Садки, ул. Гончарная,26а
26247, село Герасимовка, ул. Октябрьская,40А
26248, село Знаменка, ул. им Л.Киселева,42 дробь 1
26249, село Варваровка, ул. Центральная,8
26250, с. Матрено-Гезово, Степная ул.,10
26251, село Пристень, ул. Центральная,88 дробь 1
26252, х. Новопостояловка, ул. Садовая,17 А
26253, с. Макарье, ул. Советская,1
26254, село Воробьевка, пл. Борцов Революции,40
26255, с. Цапково, пер. Школьный,4 А
26256, х. Комарово, ул. Центральная,64 А
26257, с. Шувалов, ул. Олейникова,5 А
26258, х. Новенький, ул. Солнечная,25 корп. 1
26259, х. Новиковский, ул. Молодежная,25
26260, д. Ласта, ул. Центральная,19
26261, с. Алексеевка, ул. Школьная,53
26262, п. Новый Кутулук, ул. Школьная,8
26263, с. Усманка, ул. Центральная,23
26264, с. Крутые, ул. Советская,12
26265, Костыри, ул. Садовая,1
26266, село Черёмуховка, ул. 40 лет СХТ,40 лет СХТ
26267, г. Элиста, ул. В. И. Ленина,52
26268, п. Майла, ул.Онинская,3-2
26269, п. Нижние Серги,,
26270,  г. Кировск, нп Титан,15
26271, с, ул. Почтовая,2
26272, п. Роленевод, ул. Садовая,1
26273, село Кедвавом, ул. Центральная,1
26274, с. Старонадеждино, ул. Молодежная,32а
26275, деревня Ярки, улица Снежная,6
26276, с. Туекта, ул. Семёнова,49 дробь 2
26277, д. Бебяево, ул. Ленина,40 В
26278, д. Даниловка, ул. Центральная,48
26279, с. Паратунка, ул. Елизово,39а
26280, п. Загорский, 8 дробь 11,8 дробь 11
26281, Мерлино, ул. Зеленая,1
26282,  с. Атмис, ул. Новая,14А
26283, с. Черемисское, Молодежная ул.,
26284, поселок Сибирский, улица Комарова,59
26285, с. Кошки, ул. Победы,12
26286, с. Прасковея, п. Сельхозтехникума,
26297, село Первомайский, ул. Советская,22А
26298, п. Озъяг, ул. Школьная,8А
26299, г. Каменск-Уральский, ул. Строителей,13
26300, п. Моряк-Рыболов, ул. Ленинская,75А
26301, хутор Ендовицкий, ул. Народная,47б
26302, п. городского типа Зеленоборский, Магистральная улица,93Б
26303, с. Линейное, ул. Ленина,90а
26304, пгт. Биракан, ул. Октябрьская,41
26305, п. Кругликово, ул. Вокзальная,35а
26306, село Коммунар,,
26307, д. Михновка, ул. Рождественская,35
26308, д. Белоусово, ул. Мира,8А
26309, с. Большая Каменка, ул. Центральная,35
26310, п. Большая Грива, пер. Советский,6
26311, с. Тазларово, ул. Советская,31
26312, с. Многоудобное, ул. Зальпе,1
26313, город Верхняя Салда, ул. Орджоникидзе,63
26314, п. Пуксинка, ул. Первомайская,4
26315, с. Коптелово, ул. Свердлова,6
26316,  п. Косолманка, ул. Клубная,28
26317, с. Меркушино, ул. Монастырская,5
26318, с. Шадринка, ул. Лаптева,7
26319, п. Крылатовский, ул. Кунгурская,14
26320, п. Аять, ул. Ленина,20
26321, пгт. Дружинино, ул. Бажова,9
26322, г. Нижние Серги, ул. Космонавтов,22
26323, д. Речелга, переулок Школьный,1
26324, Деревня Усть-Хойза, ул. Советская,8
26325, д. Нижний Качмаш, ул. Школьная,1а
26326, с.Благовар, ул.Совхозная,
26327, с. Алексеевка, ул. Советская,35
26328, с. Исянгулово, ул. Октябрьской Революции,66а
26329, с. Восток, ул. Октябрьская,10б
26330, с. Затон, ул. Нариманова,39 А
26331, с. Сарсы-Вторые,,
26332, п. городского типа Никель, Гвардейский пр-кт,1
26333, пгт. Усогорск, ул. Комсомольская 4,4
26334, с. Золотая Долина, ул. Центральная,66
26335, г. Череповец, ул. Строителей,11А
26336, ст-ца Суворовская, ул. Карла Маркса,312а
26337, г. Белгород, ул. Каштановая,8
26338, с. Перекоповка, ул. Мира,40д
26339, д. Ишкильдино, ул. Салавата Юлаева,15
26340, с, ул. Вичирко,9
26341, с. Елбулак-Матвеевка, ул. Чкалова,20
26342, с. Пилюгино, ул. Октябрьская,118
26343, с. Сизый Бугор, ул. Нариманова,172а
26344, с. Аксаково, ул. Первомайская,
26345, д. Норовка, ул. Молодежная,1Б
26346, х. Шелковников, ул. Мира,86
26347, п. Тавн Гашун, ул. Комсомольская,11
26348, с. Лувеньга, площадь Мира,11
26349, п. Круглоподпольное, ул. Набережная,9
26350, д. Ждани, ул. Первомайская,2
26351, аул Тугургой, ул. Шоссейная,16
26352, д. Яссы, 18,18
26353, д. Стехны, ул. Стехны,1
26354, д. Мостище, ул. Зеленая,1
26355, с. Ташанта, ул. Пограничная,9
26356, д. Чурилово, 14,14
26357, г. Воронеж, территория Госзаповедник центральная усадьба,47
26358, д. Дубровка, ул. Лесная,1
26359, с. Желанное, ул. Коммунистическая,89
26360, д. Ступаны, ул. Центральная,1
26361, д. Томсино, ул. Молодежная,1
26362, д. Демидово, ул. Школьная,6
26363, деревня Никольское, ул. Центральная,52
26364, с. Штурбино, ул. Красная,16
26365, с. Верхний Карабут, ул. Первомайская,34
26366, г. Радужный, кв-л 1,1
26367, д. Сиковицы, ул. Северная,11
26368, деревня Петропавловка, ул. Высота,1
26369, п. Оргакин, ул. Ленина,18
26370, деревня Волчье, ул. Придорожная,1
26371, п. Чолун Хамур, ул. Б.Городовикова,5
26372, с. Фисенково, ул. Советская,67
26373, д. Ждани, пер. Школьный,8
26374, ЗАТО г. Североморск, ул. Агеева,7А
26375, с. Каверье, ул. Дачная,3
26376, деревня Плоты, ул. Советская,53
26377, с. Воронцово, ул. Григорьева,48
26378, с. Казинка, ул. Центральная,59
26379, п. Дзержинский, ул. Им Свердлова,42
26380, п. Золотец, ул. Энергетиков,4
26381, п. Введенка, ул. Горняцкая,5
26382, д. Махново, ул. Центральная,5
26383,  поселок Полевой, б дробь у,24
26384, п. Большие Ясырки, ул. Садовая,42
26385, д. Гора, ул. Новая,1
26386, с. Большой Яломан, ул. Центральная,56
26387, поселок Лукошкинский, ул. Березовая,34
26388, п. Курунда, ул. Центральная,20
26389, г. Калуга, ул. Тарутинская,171
26390, д. Демидово, ул. Центральная,1
26391, село Нижний Айрюм, ул. Пролетарская,38
26392, с. Бирюч, ул. Советская,82
26393, д. Ругодево, 24,24
26394, д. Барута, 53,53
26395, х. Петров, ул. Первомайская,35
26396, деревня Александровка, ул. Родниковая,33
26397, с.Тюковка, ул.Молодежная,23
26398, д. Гривино, 56,56
26399, д. Иваново, ул. Воронинская,1
26400, аул Нешукай, ул. Хакурате,27
26401, поселок Инициатор, ул. Трудовая,21
26402, с.Горелка, ул.Советская,81
26403, село Кулачево, ул. Луговая,5
26404, д. Кресты, 63,63
26405, п. Манцин Кец, ул. Победы,5
26406, п. Лесной, ул. Прямая,28
26407, село Авдулово, б дробь у ,54
26408, село Нельша, ул. Центральная,7
26409, село Крутое, пер. Рабочий,1
26410, х. Семено-Макаренский, ул. Кочубея,5
26411, д. Стехново, ул. Центральная,25
26412, д.  Харино,  37,37
26413, село Лобцово, без. улицы,104
26414, с. Новое Горяново, ул. Совхозная,19
26415, село Бережок, без. улицы,164
26416, поселок Горный, ул. Промышленная,4
26417, г. Печора, ул. Школьная,15
26418, с.Исмагилово, ул.Центральная,7
26419, с. Заречье, ул.Речная,19 дробь 1
26420, село Казинка, ул. Центральная,5а
26421, с. Таёжное, ул. Интернациональная,3
26422, с. Боровское, ул. Северная,7в
26423, с. Верхние Пески, ул. Ленина,3а
26424, с. Карманово, ул. Калинина,19б
26425, Село Марково, Советская,71а
26426, деревня Лесники,,
26427, село Новоклязьминское, ул. Старая,6
26428, д. Чесноково, ул. Озёрная,28а
26429, п. Большая Саровка, ул. Советская,35 дробь 2
26430, Село Матвейщево, Центральная,59А
26431, г. Ставрополь, ул. Пирогова,5г
26432, с. Шошка, ул. Центральная,26
26433, д. Фалина, 61,61
26434, п. Маевка, ул. Школьная,5
26435, п. Курлин, ул. Молодежная,1 А
26436, п. Мансурово, ул. 50 лет Победы,50 лет Победы
26437, поселок городского типа Октябрьское, улица 50 лет Победы,50 лет Победы
26438,  с. Килачевское, ул. Ленина,36б
26439, г Вязьма, ул. Юбилейная,7
26440, с. Бутка, ул. Победы,
26441, д. Башкирский Бармак, ул. Школьная,5
26442, д. Мазитово, ул. Большой Ускалык,53
26443, г.Стерлитамак, ул. К. Маркса,125
26444, пгт. Тлюстенхабль, ул. Ленина,299в
26467, с. Большое Приютное, ул. имени Сергея Баева,25А
26468, с. Творишино, ул. Калининская,
26469, поселок Светлая Поляна, ул. Авиационная,155
26470, д. Нижний Бегеняш, ул. Центральная,1а
26471,д. Островки,,
26472, г. Улан-Удэ, ул. Бограда,34а
26473, поселок Сингапай, проспект Молодежный,1
26474, х. Тихонов, ул. Советская,8
26475, с. Ивановка, ул. Школьная,12
26476, г. Ахтубинск, ул. Величко,10а
26477, д. Дедино,,
26478, пгт. Хрустальный, ул. Комсомольская,80А
26479, с. Талицы,,
26480, г. Белорецк, ул. Блюхера,137
26481, г. Белорецк, ул. Ленина,13
26482, г. Благовещенск, Социалистическая,4
26483, с. Илька, ул. Заводская,5А
26484, г. Нефтекамск, ул.Ленина,6
26485, г.Нефтекамск, ул. Ленина,13
26486, п. Новострой, ул. Колхозная,18 дробь 2
26487, с. Боровское,,
26488, г. Октябрьский, ул. Ленина,85
26489, у. Жаргаланта, ул.Ленина,33а
26490, улус Хилгана, улица Очирова,36
26491, с. Монастырка, ул. Советская,51А
26492, ст-ца Дондуковская, ул. Ленина,145
26493, г. Салават, ул.Губкина,
26494, с. Тогур, пер. Кетский,4 дробь 1
26495, г. Пенза, ул. Перспективная,1
26496, с. Старобелокатай, ул. Советская,73
26497, с. Буздяк, ул. Ленина,
26498, с. Новокайпаново, ул. Заводская,27 дробь Б
26499, д. Ильпанур, ул. Новая,25
26500, п. Мегринский,,
26501, д. Райманово, ул. Гагарина,49в
26502, г. Десногорск, мкр 4-й,4-й
26503, с. Таволжанка, ул. Школьная,18
26504, с. Ишпарсово, ул Школьная,6а
26505, с. Николаевка, ул. 10-й Пятилетки,10-й Пятилетки
26506, село Ямань, ул. Казанская,155
26507, п. Уфимский, ул. Ленина,
26508, с.Минзитарово, ул.Молодежная,
26509, д. Константиновка, ул. Ленина,67а
26510, село Большая Ивановка, д. 93 дробь 1,93 дробь 1
26511, д. Заборовье, ул. Кольцевая,1
26512, г. Сибай, проспект Горняков,
26513, г. Ухта, поселок Кэмдин,106
26514, с. Теленгит-Сортогой,ул. Новая,1 Б
26515,  г. Ивдель, ул. Ленина,16
26516, д. Губино, ул. Совхозная,3
26517, с. Оймур, ул. Октябрьская,4б
26518, г. Михайловск, ул. Гагарина,14 дробь 1
26519, п. Дальнее Константиново-5,,5
26520, г. Лянтор, 6А мкр.,6А мкр.
26521, г. Стерлитамак, ул. Карла Маркса,150
26522, г. Стерлитамак, ул. Комарова,1
26523, с. Старая Шентала, ул. Советская,21
26524, с. Валентиновка, ул. Победы,15 З
26525, с. Новокрасное, ул. Советская,17
26526, с. Образцово-Травино, ул. Хлебникова,69
26527, пгт. Вейделевка, ул. 18 января,18 января
26528, с. Чулпан, ул. Молодежная,4 лит. А
26529, д. Плавна, ул. Центральная Площадь,12
26530, село Ольховец, ул. Медицинская,31а
26531, с. Яксатово, Яксатовская рекреационная зона,1
26532, село Мирславль, без. улицы,158
26533, с. Парадеево, ул. Колхозная,2
26534, с. Джанай, ул. Строительная,1а
26535, село Смородино, ул. Выгон,60
26536, с. Образцово-Травино, ул. Юбилейная,7
26537, село Казначеевка, ул. Центральная,15
26538, рп. Комсомольский, микрорайон-1,1
26539, село Ширингуши, улица Шоссейная,1
26540, село Парадеево, улица Колхозная,1
26541, с. Капустин Яр, ул. Победы,59а
26542, г. Брянск, ул. Чернышевского,10а
26543, поселок Николаевский, ул. Народная,32а
26544, с. Ельники, ул. Ленина,23
26545, с. Ново-Булгары, ул. Молодежная,3
26546, с. Басы, ул. Советская,50 дробь 1 лит. А
26547, село Нижняя Серебрянка, ул. Заречная,17 дробь 1
26548, село Никольское, ул. Советская,26а
26549, с. Яловка, ул. Субботина,35А
26550, п. Плодопитомнический, ул. Солнечная,8
26551, с. Добродеевка, ул. Советская,21
26552, с. Пайгарма, ул. Центральная,1А
26553, пгт. Известковый, ул. Железнодорожная,14
26554, с. Новокрасное, ул. Ленина,2
26555, с. Дятьковичи, ул. Школьная,1-А.
26556, с. Новое Акшино, ул. Центральная,22
26557, с. Верхний Парень,,
26558, с. Первомайск, ул. Центральная,18А
26559, село Новая Масловка, ул. Парковая,19 дробь 2
26560, д. Лужецкая, ул. Советская,4
26561, с. Пензятка, ул. Юбилейная,5а
26562, село Мельцаны, дом 4,4
26563, село Новохуторное, ул. Молодежная,69в
26564, с. Пятовск, ул. Стародубская,27В
26565, деревня Кошкино, б дробь у,
26566, с. Робчик, ул. Кирова,11
26567, с. Тополовка,,
26568, с. Тополовка, 19,19
26569, село Полевые Локотцы, б дробь у,
26570, п. Московский, ул. Полевая,4
26571, с. Гам, ул. Молодежная,3
26572, п. Марьинка, ул. Озерная,49
26573, п. Шэръяг, ул. Дорожная,1
26574, с. Тополовка,,
26575, г. Темников, ул. Карла Маркса,56б
26576, село Гниловоды, б дробь у,
26577, д. Романовка, ул. Тихая,8
26578, село Чермошное, б дробь у,
26579, с. Гижига, ул. Ленина,28
26580, село Острый Камень, ул. Графская,35
26581, пгт. Жешарт, ул. Макарова,26
26582, с. Первомайское, пер. Первомайский,21
26583, с. Мыёлдино, ул. Центральная,144Б
26584, д. Аранец, ул. Центральная,37
26585, с. Образцово-Травино, ул. Тихая,27
26586, с. Гам, ул. Молодежная,17
26587, г. Воркута, ул. Школьная,6
26588,  д. Панино,  74,74
26589, село Мордино, ул. Пионерская,7
26590, с. Тауйск, ул. Ямская,
26591, с. Мордино, пер. Школьный,8
26592, с. Межадор, д. Шорсай,30
26593, с. Михайловское,  60,60
26594, с. Дзёль, ул. Центральная,80
26595, с. Белое, ул. Ленина,44
26596, село Михайловское, без. улицы,1
26597, с. Лебяжье, ул. Степная,95
26598, д. Ёрмица, ул. Школьная,6
26599, село Болотново, ул. Центральная,54
26600, село Борисполье, ул. Молодежная,7
26601, деревня Мордвиново, ул. Лесная,4
26602, село Артельное, ул. Гагарина,74Д
26603, село Никулино, ул. Зеленая,4
26604, г. Родники, мкр. Южный,14
26605, г. Камызяк, ул. Тулайкова,15
26606, с. Трудфронт, ул. Капитана Сафронова,25
26607, хутор Богатый, ул. Есенина,4 дробь 1
26608,  деревня Ржевка, б дробь у,
26609, д. Верхний Воч, ул. Центральная,105
26610, п. Нючпас, ул. Центральная,27
26611, село Красинское, без. улицы,106
26612, д. Верхний Воч, ул. Центральная,102
26613, село Панеево, без. улицы,66
26614, г. Калуга, п. Куровской,
26615, село Почаево, ул. Ленина,23
26616, деревня Бутово, без. улицы,46
26617, х. Красный, ул. Красная,65
26618, с. Кондрашкино, ул. Ленинградская,5 А
26619, с. Красногвардейское, ул. Чапаева,87А
26620, село Кунестино, без. улицы,70
26621, Саранск, ул. Терешковой,71
26622, село Крутогорье, ул. Трудовая 1-я,1-я
26623, село Ольховец, ул. Церквянка,110б
26624, г. Майкоп, ул. Ленина,14Г
26625, п. Новопокровский, ул. Ленина,1
26626, с. Карасук, ул. Молодежная,21А
26627, с. Бирюченское, ул. Пушкинская,53
26628, станица Севастопольская, ул. Школьная,25 Б
26629, деревня Дегтярево, ул. Земляничная,4
26630, деревня Луговая, б дробь у,
26631, с. Горки, ул. Школьная,14
26632, село Утес, без. улицы,31
26633, с. Брынь,,
26634, д. Ляпуны,,
26635, с. Детчино, ул. Матросова,
26636, нп Белое море, б дробь у,
26637,д. Киршино,,
26638, д. Дубки,,
26639, д. Плесна,,
26640, д. Мартиново,,
26641, д. Духново,,
26642, д. Лазарево,,
26643, д. Спиры,,
26644,д. Ротово,,
26645, д. Вербилово,,
26646, д. Дорожино,,
26647, с. Соколовка, ул. Центральная,49
26648, село Подоклинье,,
26649, д. Самохвалово,,
26650,д. Церковище,,
26651, д. Бобьяково,,
26652,д. Залесье,,
26653, д. Подоклинье,,
26654, д. Большое Приезжево,,
26655, с. Малая Черга, ул. Центральная,46
26656, д. Самолва,,
26657, д. Забелье,,
26658,д. Бельско,,
26659, д. Горушка,,
26660, д. Федосино,,
